EnrollmentID,StudentID,Term,AcademicYear,EnrollmentStatus,CreditHours,ResidencyStatus,Campus,EnrollmentDate
ENR000297,WMU00083,Spring 2024,2024,Enrolled,6,International,Online,2024-01-10
ENR000298,WMU00083,Fall 2025,2025,Enrolled,9,In-State,Regional Campus,2025-08-01
ENR000299,WMU00083,Spring 2025,2025,Completed,3,Out-of-State,Main Campus,2025-01-14
ENR000300,WMU00084,Fall 2025,2025,Withdrawn,12,International,Regional Campus,2025-03-25
ENR000301,WMU00084,Fall 2024,2024,Completed,6,International,Online,2024-08-22
ENR000302,WMU00084,Spring 2025,2025,Enrolled,12,International,Online,2025-02-26
ENR000303,WMU00084,Spring 2024,2024,Completed,15,Out-of-State,Online,2024-04-13
ENR000304,WMU00084,Fall 2023,2023,Completed,9,In-State,Regional Campus,2023-08-24
ENR000305,WMU00085,Fall 2023,2023,Enrolled,15,International,Regional Campus,2023-02-21
ENR000306,WMU00085,Spring 2024,2024,Enrolled,15,In-State,Regional Campus,2024-09-19
ENR000307,WMU00085,Fall 2024,2024,Completed,3,International,Main Campus,2024-08-17
ENR000308,WMU00085,Fall 2025,2025,Enrolled,3,International,Regional Campus,2025-03-01
ENR000309,WMU00086,Spring 2024,2024,Completed,3,International,Online,2024-07-19
ENR000310,WMU00086,Fall 2025,2025,Withdrawn,3,In-State,Online,2025-07-06
ENR000311,WMU00086,Fall 2024,2024,Enrolled,12,International,Online,2024-07-09
ENR000312,WMU00086,Spring 2025,2025,Enrolled,3,In-State,Regional Campus,2025-03-10
ENR000313,WMU00087,Spring 2024,2024,Enrolled,6,Out-of-State,Regional Campus,2024-03-02
ENR000314,WMU00087,Fall 2024,2024,Enrolled,15,In-State,Main Campus,2024-12-02
ENR000315,WMU00087,Fall 2023,2023,Withdrawn,9,In-State,Online,2023-03-14
ENR000316,WMU00088,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-04-16
ENR000317,WMU00088,Spring 2025,2025,Completed,15,Out-of-State,Main Campus,2025-05-02
ENR000318,WMU00088,Fall 2023,2023,Withdrawn,9,International,Online,2023-02-16
ENR000319,WMU00088,Fall 2025,2025,Withdrawn,3,International,Main Campus,2025-01-09
ENR000320,WMU00089,Spring 2024,2024,Completed,9,Out-of-State,Online,2024-02-28
ENR000321,WMU00089,Fall 2025,2025,Enrolled,15,In-State,Online,2025-09-06
ENR000322,WMU00090,Fall 2025,2025,Enrolled,12,In-State,Online,2025-10-10
ENR000323,WMU00090,Spring 2025,2025,Enrolled,6,In-State,Online,2025-05-20
ENR000324,WMU00090,Fall 2024,2024,Withdrawn,9,Out-of-State,Regional Campus,2024-04-19
ENR000325,WMU00091,Fall 2023,2023,Enrolled,9,Out-of-State,Regional Campus,2023-02-27
ENR000326,WMU00091,Spring 2024,2024,Completed,6,Out-of-State,Online,2024-04-20
ENR000327,WMU00091,Fall 2024,2024,Enrolled,15,International,Online,2024-11-09
ENR000328,WMU00091,Fall 2025,2025,Enrolled,12,In-State,Regional Campus,2025-06-11
ENR000329,WMU00092,Spring 2025,2025,Enrolled,6,International,Online,2025-01-01
ENR000330,WMU00092,Fall 2024,2024,Withdrawn,6,International,Regional Campus,2024-12-16
ENR000331,WMU00092,Fall 2023,2023,Completed,12,In-State,Regional Campus,2023-11-03
ENR000332,WMU00093,Spring 2025,2025,Withdrawn,9,International,Online,2025-07-06
ENR000333,WMU00093,Fall 2023,2023,Enrolled,3,Out-of-State,Online,2023-04-15
ENR000334,WMU00094,Spring 2024,2024,Enrolled,9,In-State,Main Campus,2024-10-21
ENR000335,WMU00094,Fall 2023,2023,Enrolled,9,In-State,Online,2023-06-02
ENR000336,WMU00095,Spring 2025,2025,Enrolled,12,Out-of-State,Regional Campus,2025-09-16
ENR000337,WMU00095,Spring 2024,2024,Completed,6,In-State,Regional Campus,2024-12-19
ENR000338,WMU00095,Fall 2023,2023,Completed,15,In-State,Main Campus,2023-10-05
ENR000339,WMU00095,Fall 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-04-17
ENR000340,WMU00096,Spring 2024,2024,Withdrawn,15,In-State,Online,2024-11-22
ENR000341,WMU00096,Fall 2023,2023,Enrolled,3,Out-of-State,Online,2023-05-04
ENR000342,WMU00096,Fall 2024,2024,Withdrawn,15,Out-of-State,Online,2024-09-25
ENR000343,WMU00096,Fall 2025,2025,Enrolled,3,In-State,Online,2025-07-18
ENR000344,WMU00097,Fall 2024,2024,Completed,3,In-State,Regional Campus,2024-04-23
ENR000345,WMU00097,Fall 2023,2023,Enrolled,12,In-State,Main Campus,2023-03-11
ENR000346,WMU00097,Spring 2024,2024,Enrolled,9,International,Regional Campus,2024-02-01
ENR000347,WMU00097,Spring 2025,2025,Withdrawn,12,In-State,Regional Campus,2025-11-11
ENR000348,WMU00097,Fall 2025,2025,Enrolled,9,In-State,Online,2025-04-11
ENR000349,WMU00098,Fall 2024,2024,Completed,3,International,Online,2024-02-21
ENR000350,WMU00098,Spring 2024,2024,Completed,12,In-State,Main Campus,2024-01-02
ENR000351,WMU00099,Fall 2024,2024,Enrolled,3,International,Regional Campus,2024-07-03
ENR000352,WMU00099,Fall 2023,2023,Enrolled,3,International,Main Campus,2023-05-28
ENR000353,WMU00099,Spring 2025,2025,Withdrawn,12,In-State,Regional Campus,2025-07-08
ENR000354,WMU00099,Fall 2025,2025,Completed,15,In-State,Online,2025-07-15
ENR000355,WMU00099,Spring 2024,2024,Completed,12,International,Main Campus,2024-06-21
ENR000356,WMU00100,Spring 2025,2025,Enrolled,15,In-State,Main Campus,2025-01-20
ENR000357,WMU00100,Fall 2024,2024,Completed,3,In-State,Regional Campus,2024-03-21
ENR000358,WMU00101,Fall 2024,2024,Enrolled,6,In-State,Main Campus,2024-01-05
ENR000359,WMU00101,Spring 2025,2025,Completed,9,Out-of-State,Regional Campus,2025-11-25
ENR000360,WMU00101,Spring 2024,2024,Enrolled,9,International,Regional Campus,2024-03-05
ENR000361,WMU00101,Fall 2025,2025,Enrolled,12,International,Online,2025-05-12
ENR000362,WMU00102,Fall 2025,2025,Enrolled,3,International,Regional Campus,2025-01-14
ENR000363,WMU00102,Spring 2024,2024,Enrolled,9,In-State,Regional Campus,2024-04-26
ENR000364,WMU00103,Fall 2024,2024,Withdrawn,12,International,Regional Campus,2024-06-28
ENR000365,WMU00103,Spring 2024,2024,Completed,15,Out-of-State,Regional Campus,2024-05-14
ENR000366,WMU00104,Spring 2024,2024,Enrolled,12,In-State,Regional Campus,2024-04-23
ENR000367,WMU00104,Fall 2023,2023,Withdrawn,6,International,Main Campus,2023-04-16
ENR000368,WMU00104,Fall 2025,2025,Withdrawn,9,In-State,Online,2025-03-27
ENR000369,WMU00104,Spring 2025,2025,Enrolled,3,In-State,Main Campus,2025-06-01
ENR000370,WMU00105,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-06-02
ENR000371,WMU00105,Fall 2024,2024,Enrolled,3,In-State,Online,2024-03-08
ENR000372,WMU00106,Spring 2024,2024,Enrolled,6,In-State,Main Campus,2024-05-04
ENR000373,WMU00106,Fall 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-02-11
ENR000374,WMU00106,Spring 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-06-26
ENR000375,WMU00106,Fall 2023,2023,Enrolled,9,International,Regional Campus,2023-07-23
ENR000376,WMU00107,Fall 2023,2023,Enrolled,6,In-State,Regional Campus,2023-07-23
ENR000377,WMU00107,Spring 2024,2024,Enrolled,9,International,Online,2024-11-08
ENR000378,WMU00108,Fall 2025,2025,Enrolled,15,In-State,Online,2025-04-02
ENR000379,WMU00108,Spring 2024,2024,Enrolled,9,International,Regional Campus,2024-08-07
ENR000380,WMU00109,Spring 2025,2025,Completed,6,Out-of-State,Regional Campus,2025-09-12
ENR000381,WMU00109,Fall 2023,2023,Completed,12,Out-of-State,Main Campus,2023-06-23
ENR000382,WMU00110,Fall 2025,2025,Enrolled,12,International,Online,2025-11-26
ENR000383,WMU00110,Spring 2025,2025,Enrolled,15,In-State,Main Campus,2025-04-15
ENR000384,WMU00110,Fall 2024,2024,Withdrawn,6,In-State,Online,2024-07-13
ENR000385,WMU00110,Spring 2024,2024,Enrolled,15,Out-of-State,Online,2024-09-03
ENR000386,WMU00111,Fall 2023,2023,Enrolled,15,In-State,Regional Campus,2023-01-15
ENR000387,WMU00111,Fall 2024,2024,Completed,15,Out-of-State,Online,2024-08-15
ENR000388,WMU00111,Spring 2024,2024,Withdrawn,12,Out-of-State,Online,2024-06-09
ENR000389,WMU00112,Fall 2023,2023,Enrolled,3,In-State,Online,2023-09-17
ENR000390,WMU00112,Spring 2024,2024,Enrolled,15,Out-of-State,Main Campus,2024-02-04
ENR000391,WMU00112,Spring 2025,2025,Enrolled,3,In-State,Regional Campus,2025-04-11
ENR000392,WMU00112,Fall 2025,2025,Enrolled,6,Out-of-State,Online,2025-12-27
ENR000393,WMU00112,Fall 2024,2024,Enrolled,9,International,Regional Campus,2024-03-28
ENR000394,WMU00113,Fall 2023,2023,Withdrawn,12,International,Regional Campus,2023-01-16
ENR000395,WMU00113,Fall 2024,2024,Enrolled,15,Out-of-State,Main Campus,2024-04-24
ENR000396,WMU00113,Spring 2024,2024,Withdrawn,6,In-State,Regional Campus,2024-10-26
ENR000397,WMU00113,Spring 2025,2025,Withdrawn,15,International,Online,2025-06-26
ENR000398,WMU00114,Fall 2024,2024,Withdrawn,12,In-State,Online,2024-08-28
ENR000399,WMU00114,Spring 2024,2024,Enrolled,15,Out-of-State,Main Campus,2024-10-28
ENR000400,WMU00115,Fall 2024,2024,Enrolled,9,In-State,Online,2024-07-22
ENR000401,WMU00115,Fall 2023,2023,Completed,12,Out-of-State,Online,2023-10-01
ENR000402,WMU00115,Spring 2024,2024,Enrolled,15,In-State,Main Campus,2024-06-19
ENR000403,WMU00116,Spring 2025,2025,Withdrawn,6,In-State,Online,2025-10-15
ENR000404,WMU00116,Spring 2024,2024,Enrolled,9,In-State,Main Campus,2024-11-18
ENR000405,WMU00116,Fall 2025,2025,Enrolled,6,International,Regional Campus,2025-08-01
ENR000406,WMU00116,Fall 2023,2023,Enrolled,6,In-State,Online,2023-05-07
ENR000407,WMU00116,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-02-15
ENR000408,WMU00117,Fall 2024,2024,Enrolled,6,Out-of-State,Online,2024-03-04
ENR000409,WMU00117,Fall 2023,2023,Completed,6,Out-of-State,Online,2023-12-03
ENR000410,WMU00118,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-05-19
ENR000411,WMU00118,Fall 2025,2025,Completed,6,International,Regional Campus,2025-08-09
ENR000412,WMU00118,Fall 2023,2023,Enrolled,6,In-State,Online,2023-02-27
ENR000413,WMU00118,Spring 2025,2025,Completed,12,In-State,Regional Campus,2025-06-19
ENR000414,WMU00118,Fall 2024,2024,Withdrawn,12,Out-of-State,Regional Campus,2024-01-24
ENR000415,WMU00119,Fall 2024,2024,Enrolled,9,Out-of-State,Regional Campus,2024-03-14
ENR000416,WMU00119,Spring 2025,2025,Enrolled,6,International,Regional Campus,2025-07-15
ENR000417,WMU00120,Spring 2024,2024,Enrolled,6,International,Regional Campus,2024-05-22
ENR000418,WMU00120,Fall 2023,2023,Enrolled,3,Out-of-State,Online,2023-09-04
ENR000419,WMU00120,Fall 2025,2025,Enrolled,9,In-State,Regional Campus,2025-06-14
ENR000420,WMU00120,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-09-02
ENR000421,WMU00120,Fall 2024,2024,Enrolled,12,In-State,Regional Campus,2024-12-22
ENR000422,WMU00121,Spring 2025,2025,Enrolled,12,In-State,Online,2025-02-23
ENR000423,WMU00121,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-08-16
ENR000424,WMU00121,Fall 2025,2025,Enrolled,12,In-State,Regional Campus,2025-11-08
ENR000425,WMU00121,Spring 2024,2024,Enrolled,12,Out-of-State,Online,2024-03-06
ENR000426,WMU00121,Fall 2023,2023,Completed,3,In-State,Main Campus,2023-05-04
ENR000427,WMU00122,Spring 2024,2024,Withdrawn,6,Out-of-State,Main Campus,2024-04-23
ENR000428,WMU00122,Fall 2023,2023,Completed,3,In-State,Online,2023-12-02
ENR000429,WMU00122,Fall 2024,2024,Enrolled,15,Out-of-State,Regional Campus,2024-05-15
ENR000430,WMU00122,Spring 2025,2025,Completed,3,In-State,Main Campus,2025-07-25
ENR000431,WMU00122,Fall 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-04-03
ENR000432,WMU00123,Spring 2025,2025,Enrolled,3,In-State,Regional Campus,2025-11-03
ENR000433,WMU00123,Fall 2023,2023,Enrolled,6,International,Main Campus,2023-12-06
ENR000434,WMU00124,Spring 2025,2025,Enrolled,9,International,Regional Campus,2025-04-20
ENR000435,WMU00124,Fall 2023,2023,Completed,6,Out-of-State,Online,2023-02-08
ENR000436,WMU00125,Fall 2023,2023,Enrolled,6,Out-of-State,Regional Campus,2023-06-01
ENR000437,WMU00125,Fall 2024,2024,Enrolled,12,Out-of-State,Main Campus,2024-02-22
ENR000438,WMU00125,Spring 2024,2024,Completed,9,Out-of-State,Main Campus,2024-02-07
ENR000439,WMU00126,Fall 2024,2024,Completed,3,Out-of-State,Regional Campus,2024-12-13
ENR000440,WMU00126,Spring 2025,2025,Enrolled,6,In-State,Regional Campus,2025-12-11
ENR000441,WMU00126,Fall 2023,2023,Enrolled,12,Out-of-State,Main Campus,2023-10-19
ENR000442,WMU00126,Fall 2025,2025,Withdrawn,12,International,Regional Campus,2025-12-08
ENR000443,WMU00126,Spring 2024,2024,Completed,15,International,Main Campus,2024-04-01
ENR000444,WMU00127,Fall 2024,2024,Enrolled,12,International,Main Campus,2024-01-05
ENR000445,WMU00127,Spring 2024,2024,Withdrawn,9,Out-of-State,Main Campus,2024-03-13
ENR000446,WMU00128,Fall 2023,2023,Withdrawn,15,International,Online,2023-03-09
ENR000447,WMU00128,Spring 2024,2024,Enrolled,9,International,Online,2024-11-27
ENR000448,WMU00128,Fall 2024,2024,Enrolled,9,In-State,Regional Campus,2024-06-11
ENR000449,WMU00129,Spring 2024,2024,Enrolled,6,International,Online,2024-09-11
ENR000450,WMU00129,Fall 2023,2023,Withdrawn,6,International,Main Campus,2023-02-28
ENR000451,WMU00129,Fall 2024,2024,Enrolled,12,In-State,Main Campus,2024-11-05
ENR000452,WMU00130,Spring 2024,2024,Completed,15,In-State,Main Campus,2024-09-03
ENR000453,WMU00130,Fall 2023,2023,Withdrawn,12,Out-of-State,Main Campus,2023-12-07
ENR000454,WMU00130,Spring 2025,2025,Withdrawn,6,In-State,Regional Campus,2025-04-10
ENR000455,WMU00131,Fall 2025,2025,Withdrawn,9,In-State,Online,2025-07-13
ENR000456,WMU00131,Spring 2025,2025,Withdrawn,6,Out-of-State,Online,2025-09-20
ENR000457,WMU00131,Fall 2024,2024,Enrolled,12,Out-of-State,Main Campus,2024-07-14
ENR000458,WMU00131,Fall 2023,2023,Enrolled,3,International,Regional Campus,2023-03-18
ENR000459,WMU00132,Fall 2024,2024,Withdrawn,9,Out-of-State,Online,2024-09-20
ENR000460,WMU00132,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-12-16
ENR000461,WMU00132,Spring 2024,2024,Enrolled,6,In-State,Main Campus,2024-01-28
ENR000462,WMU00133,Spring 2025,2025,Withdrawn,9,Out-of-State,Online,2025-11-19
ENR000463,WMU00133,Fall 2025,2025,Withdrawn,3,In-State,Main Campus,2025-07-19
ENR000464,WMU00133,Spring 2024,2024,Enrolled,6,Out-of-State,Online,2024-12-12
ENR000465,WMU00133,Fall 2024,2024,Withdrawn,15,International,Regional Campus,2024-06-23
ENR000466,WMU00134,Spring 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-06-21
ENR000467,WMU00134,Fall 2025,2025,Enrolled,3,Out-of-State,Regional Campus,2025-08-22
ENR000468,WMU00135,Fall 2024,2024,Enrolled,15,In-State,Main Campus,2024-02-21
ENR000469,WMU00135,Spring 2024,2024,Withdrawn,12,International,Regional Campus,2024-02-17
ENR000470,WMU00135,Fall 2025,2025,Withdrawn,6,In-State,Online,2025-05-23
ENR000471,WMU00136,Fall 2025,2025,Enrolled,12,In-State,Regional Campus,2025-10-25
ENR000472,WMU00136,Spring 2025,2025,Enrolled,9,Out-of-State,Regional Campus,2025-04-24
ENR000473,WMU00136,Fall 2024,2024,Enrolled,12,In-State,Main Campus,2024-08-01
ENR000474,WMU00136,Spring 2024,2024,Enrolled,3,International,Online,2024-09-14
ENR000475,WMU00137,Spring 2025,2025,Enrolled,6,In-State,Online,2025-03-17
ENR000476,WMU00137,Spring 2024,2024,Withdrawn,3,International,Main Campus,2024-03-07
ENR000477,WMU00137,Fall 2023,2023,Enrolled,3,In-State,Online,2023-07-15
ENR000478,WMU00137,Fall 2025,2025,Enrolled,15,International,Main Campus,2025-02-10
ENR000479,WMU00138,Spring 2025,2025,Enrolled,9,Out-of-State,Main Campus,2025-10-08
ENR000480,WMU00138,Fall 2023,2023,Withdrawn,12,International,Main Campus,2023-01-02
ENR000481,WMU00139,Fall 2023,2023,Enrolled,15,Out-of-State,Regional Campus,2023-09-25
ENR000482,WMU00139,Fall 2025,2025,Withdrawn,9,Out-of-State,Online,2025-10-14
ENR000483,WMU00139,Spring 2025,2025,Enrolled,9,International,Online,2025-06-27
ENR000484,WMU00139,Fall 2024,2024,Enrolled,6,International,Online,2024-07-20
ENR000485,WMU00140,Fall 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-07-24
ENR000486,WMU00140,Fall 2025,2025,Enrolled,6,International,Main Campus,2025-09-09
ENR000487,WMU00141,Fall 2024,2024,Completed,12,Out-of-State,Regional Campus,2024-04-01
ENR000488,WMU00141,Spring 2025,2025,Enrolled,9,International,Online,2025-01-26
ENR000489,WMU00141,Fall 2025,2025,Withdrawn,9,In-State,Regional Campus,2025-08-13
ENR000490,WMU00142,Fall 2024,2024,Enrolled,12,International,Online,2024-05-20
ENR000491,WMU00142,Spring 2025,2025,Enrolled,6,International,Regional Campus,2025-12-17
ENR000492,WMU00143,Spring 2024,2024,Enrolled,3,International,Regional Campus,2024-08-06
ENR000493,WMU00143,Spring 2025,2025,Enrolled,12,Out-of-State,Regional Campus,2025-09-08
ENR000494,WMU00144,Spring 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-01-06
ENR000495,WMU00144,Fall 2025,2025,Withdrawn,9,Out-of-State,Main Campus,2025-12-09
ENR000496,WMU00144,Fall 2024,2024,Enrolled,12,International,Main Campus,2024-09-21
ENR000497,WMU00145,Fall 2023,2023,Withdrawn,12,International,Regional Campus,2023-09-28
ENR000498,WMU00145,Fall 2024,2024,Enrolled,12,In-State,Online,2024-02-10
ENR000499,WMU00145,Fall 2025,2025,Enrolled,3,In-State,Online,2025-12-19
ENR000500,WMU00145,Spring 2025,2025,Enrolled,6,International,Online,2025-03-28
ENR000501,WMU00145,Spring 2024,2024,Withdrawn,9,International,Regional Campus,2024-01-10
ENR000502,WMU00146,Fall 2025,2025,Withdrawn,12,Out-of-State,Online,2025-11-26
ENR000503,WMU00146,Spring 2024,2024,Completed,6,International,Regional Campus,2024-10-08
ENR000504,WMU00147,Spring 2025,2025,Withdrawn,15,Out-of-State,Main Campus,2025-05-27
ENR000505,WMU00147,Fall 2023,2023,Withdrawn,6,International,Online,2023-03-20
ENR000506,WMU00148,Spring 2024,2024,Completed,9,International,Main Campus,2024-05-28
ENR000507,WMU00148,Fall 2023,2023,Withdrawn,15,International,Main Campus,2023-08-10
ENR000508,WMU00148,Fall 2024,2024,Enrolled,12,Out-of-State,Main Campus,2024-12-07
ENR000509,WMU00148,Fall 2025,2025,Enrolled,6,In-State,Online,2025-12-13
ENR000510,WMU00149,Spring 2024,2024,Withdrawn,9,International,Online,2024-06-25
ENR000511,WMU00149,Fall 2023,2023,Withdrawn,12,In-State,Regional Campus,2023-12-10
ENR000512,WMU00149,Fall 2024,2024,Enrolled,9,International,Regional Campus,2024-07-04
ENR000513,WMU00149,Fall 2025,2025,Enrolled,6,International,Main Campus,2025-12-10
ENR000514,WMU00150,Spring 2024,2024,Enrolled,6,In-State,Regional Campus,2024-04-24
ENR000515,WMU00150,Fall 2025,2025,Enrolled,3,International,Regional Campus,2025-02-22
ENR000516,WMU00150,Spring 2025,2025,Withdrawn,6,Out-of-State,Regional Campus,2025-03-02
ENR000517,WMU00150,Fall 2024,2024,Enrolled,3,Out-of-State,Main Campus,2024-01-04
ENR000518,WMU00150,Fall 2023,2023,Enrolled,15,International,Online,2023-03-21
ENR000519,WMU00151,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-03-21
ENR000520,WMU00151,Fall 2023,2023,Enrolled,12,Out-of-State,Regional Campus,2023-07-09
ENR000521,WMU00151,Spring 2025,2025,Enrolled,12,In-State,Main Campus,2025-02-03
ENR000522,WMU00151,Fall 2024,2024,Withdrawn,3,International,Regional Campus,2024-09-08
ENR000523,WMU00151,Fall 2025,2025,Completed,3,International,Regional Campus,2025-08-09
ENR000524,WMU00152,Fall 2025,2025,Withdrawn,12,International,Regional Campus,2025-07-10
ENR000525,WMU00152,Spring 2024,2024,Enrolled,15,In-State,Online,2024-02-23
ENR000526,WMU00153,Spring 2025,2025,Completed,15,International,Online,2025-02-17
ENR000527,WMU00153,Fall 2023,2023,Completed,15,International,Regional Campus,2023-02-25
ENR000528,WMU00153,Spring 2024,2024,Enrolled,6,In-State,Regional Campus,2024-12-06
ENR000529,WMU00154,Fall 2025,2025,Enrolled,9,In-State,Main Campus,2025-10-07
ENR000530,WMU00154,Spring 2025,2025,Enrolled,6,International,Online,2025-01-03
ENR000531,WMU00155,Fall 2025,2025,Completed,9,In-State,Online,2025-11-01
ENR000532,WMU00155,Fall 2024,2024,Enrolled,6,In-State,Regional Campus,2024-05-22
ENR000533,WMU00156,Spring 2024,2024,Completed,15,International,Main Campus,2024-12-04
ENR000534,WMU00156,Spring 2025,2025,Enrolled,3,In-State,Main Campus,2025-03-10
ENR000535,WMU00156,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-04-19
ENR000536,WMU00156,Fall 2025,2025,Enrolled,9,In-State,Regional Campus,2025-10-14
ENR000537,WMU00156,Fall 2023,2023,Completed,3,Out-of-State,Online,2023-07-21
ENR000538,WMU00157,Spring 2025,2025,Withdrawn,9,International,Main Campus,2025-09-07
ENR000539,WMU00157,Fall 2025,2025,Enrolled,3,International,Regional Campus,2025-11-07
ENR000540,WMU00157,Fall 2023,2023,Completed,9,International,Regional Campus,2023-09-20
ENR000541,WMU00158,Spring 2025,2025,Withdrawn,12,In-State,Regional Campus,2025-04-03
ENR000542,WMU00158,Spring 2024,2024,Enrolled,9,International,Main Campus,2024-11-18
ENR000543,WMU00158,Fall 2025,2025,Enrolled,12,Out-of-State,Regional Campus,2025-02-12
ENR000544,WMU00159,Fall 2024,2024,Enrolled,3,Out-of-State,Main Campus,2024-07-04
ENR000545,WMU00159,Spring 2024,2024,Enrolled,3,International,Regional Campus,2024-05-19
ENR000546,WMU00159,Fall 2023,2023,Enrolled,12,International,Online,2023-12-19
ENR000547,WMU00159,Spring 2025,2025,Completed,9,Out-of-State,Regional Campus,2025-02-02
ENR000548,WMU00160,Fall 2024,2024,Completed,9,International,Regional Campus,2024-07-16
ENR000549,WMU00160,Spring 2025,2025,Enrolled,15,Out-of-State,Main Campus,2025-11-17
ENR000550,WMU00160,Fall 2023,2023,Enrolled,6,In-State,Online,2023-10-24
ENR000551,WMU00161,Fall 2023,2023,Withdrawn,15,International,Online,2023-03-15
ENR000552,WMU00161,Fall 2024,2024,Withdrawn,9,International,Online,2024-05-14
ENR000553,WMU00161,Spring 2025,2025,Enrolled,15,Out-of-State,Regional Campus,2025-02-10
ENR000554,WMU00161,Fall 2025,2025,Enrolled,12,In-State,Regional Campus,2025-02-03
ENR000555,WMU00162,Fall 2023,2023,Enrolled,3,International,Online,2023-09-16
ENR000556,WMU00162,Spring 2024,2024,Withdrawn,3,International,Regional Campus,2024-12-05
ENR000557,WMU00162,Fall 2024,2024,Withdrawn,12,International,Regional Campus,2024-11-18
ENR000558,WMU00163,Spring 2025,2025,Enrolled,15,International,Main Campus,2025-12-14
ENR000559,WMU00163,Fall 2023,2023,Enrolled,15,In-State,Regional Campus,2023-11-27
ENR000560,WMU00164,Fall 2025,2025,Completed,6,In-State,Main Campus,2025-02-12
ENR000561,WMU00164,Spring 2025,2025,Completed,6,Out-of-State,Main Campus,2025-07-16
ENR000562,WMU00165,Spring 2024,2024,Enrolled,15,Out-of-State,Online,2024-08-10
ENR000563,WMU00165,Fall 2024,2024,Enrolled,9,In-State,Regional Campus,2024-11-19
ENR000564,WMU00165,Fall 2023,2023,Enrolled,12,Out-of-State,Regional Campus,2023-09-27
ENR000565,WMU00165,Fall 2025,2025,Withdrawn,3,International,Online,2025-01-12
ENR000566,WMU00165,Spring 2025,2025,Completed,3,Out-of-State,Online,2025-05-12
ENR000567,WMU00166,Fall 2023,2023,Withdrawn,6,Out-of-State,Main Campus,2023-02-14
ENR000568,WMU00166,Fall 2024,2024,Enrolled,12,In-State,Regional Campus,2024-09-05
ENR000569,WMU00167,Fall 2023,2023,Withdrawn,6,Out-of-State,Online,2023-05-12
ENR000570,WMU00167,Spring 2025,2025,Enrolled,12,International,Online,2025-02-15
ENR000571,WMU00167,Fall 2025,2025,Enrolled,12,In-State,Online,2025-12-14
ENR000572,WMU00167,Fall 2024,2024,Enrolled,3,International,Main Campus,2024-02-07
ENR000573,WMU00167,Spring 2024,2024,Enrolled,9,In-State,Online,2024-07-24
ENR000574,WMU00168,Fall 2023,2023,Enrolled,12,In-State,Online,2023-08-18
ENR000575,WMU00168,Spring 2024,2024,Enrolled,12,Out-of-State,Online,2024-09-24
ENR000576,WMU00168,Fall 2024,2024,Enrolled,12,In-State,Main Campus,2024-01-05
ENR000577,WMU00168,Fall 2025,2025,Enrolled,6,International,Main Campus,2025-11-08
ENR000578,WMU00169,Fall 2024,2024,Enrolled,15,Out-of-State,Online,2024-05-10
ENR000579,WMU00169,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-10-05
ENR000580,WMU00170,Spring 2024,2024,Enrolled,9,International,Online,2024-04-16
ENR000581,WMU00170,Fall 2024,2024,Completed,3,International,Main Campus,2024-04-28
ENR000582,WMU00170,Fall 2023,2023,Enrolled,15,In-State,Main Campus,2023-03-13
ENR000583,WMU00171,Fall 2024,2024,Withdrawn,6,In-State,Regional Campus,2024-04-03
ENR000584,WMU00171,Spring 2024,2024,Withdrawn,3,Out-of-State,Regional Campus,2024-05-23
ENR000585,WMU00172,Spring 2024,2024,Enrolled,12,International,Online,2024-11-02
ENR000586,WMU00172,Fall 2024,2024,Enrolled,9,Out-of-State,Online,2024-05-12
ENR000587,WMU00172,Fall 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-03-02
ENR000588,WMU00173,Fall 2023,2023,Enrolled,6,Out-of-State,Online,2023-10-04
ENR000589,WMU00173,Fall 2024,2024,Enrolled,12,Out-of-State,Online,2024-06-11
ENR000590,WMU00174,Fall 2023,2023,Enrolled,15,Out-of-State,Online,2023-12-26
ENR000591,WMU00174,Fall 2025,2025,Completed,9,International,Regional Campus,2025-06-08
ENR000592,WMU00174,Fall 2024,2024,Enrolled,9,International,Online,2024-02-04
ENR000593,WMU00174,Spring 2025,2025,Completed,6,In-State,Main Campus,2025-10-21
ENR000594,WMU00175,Spring 2024,2024,Completed,3,International,Online,2024-05-24
ENR000595,WMU00175,Spring 2025,2025,Enrolled,12,International,Regional Campus,2025-03-02
ENR000596,WMU00175,Fall 2023,2023,Enrolled,6,Out-of-State,Regional Campus,2023-12-09
