PerformanceID,StudentID,Term,CourseCode,CreditHoursAttempted,CreditHoursEarned,FinalGrade,TermGPA,CumulativeGPA,AcademicStanding
PERF000311,WMU00267,Fall 2025,PSYC1100,15,15,D,1.83,3.69,Probation
PERF000312,WMU00230,Fall 2023,DATA4020,12,9,D,3.46,3.68,Good Standing
PERF000313,WMU00281,Fall 2024,PSYC1100,3,0,C,3.25,1.92,Dean's List
PERF000314,WMU00050,Spring 2025,BUS2200,9,9,F,3.02,2.3,Good Standing
PERF000315,WMU00182,Spring 2025,MATH2010,15,12,B,3.64,2.06,Good Standing
PERF000316,WMU00150,Fall 2025,DATA4020,3,3,D,2.57,3.74,Dean's List
PERF000317,WMU00122,Spring 2025,DATA4020,3,0,B,3.41,3.15,Dean's List
PERF000318,WMU00338,Fall 2023,MATH2010,6,6,A,1.94,3.36,Good Standing
PERF000319,WMU00234,Fall 2025,MATH2010,3,3,F,3.54,2.35,Dean's List
PERF000320,WMU00247,Spring 2025,MATH2010,6,6,F,1.54,2.84,Dean's List
PERF000321,WMU00119,Fall 2024,ECON2020,9,6,F,1.82,3.72,Good Standing
PERF000322,WMU00057,Fall 2023,CS3100,6,6,D,3.83,3.77,Probation
PERF000323,WMU00004,Fall 2023,ECON2020,3,3,W,2.52,2.38,Good Standing
PERF000324,WMU00075,Fall 2025,BUS2200,9,6,A,1.87,2.04,Good Standing
PERF000325,WMU00151,Fall 2025,MATH2010,3,3,F,2.13,3.42,Dean's List
PERF000326,WMU00192,Fall 2025,DATA4020,12,12,D,2.36,3.1,Dean's List
PERF000327,WMU00229,Fall 2025,PSYC1100,3,3,D,2.89,3.94,Good Standing
PERF000328,WMU00422,Spring 2025,DATA4020,15,15,F,1.94,2.08,Good Standing
PERF000329,WMU00373,Fall 2023,CS3100,15,15,C,2.41,3.46,Probation
PERF000330,WMU00179,Spring 2024,MATH2010,12,12,W,3.86,2.36,Probation
PERF000331,WMU00207,Spring 2025,DATA4020,12,9,C,3.35,3.71,Good Standing
PERF000332,WMU00168,Fall 2024,MATH2010,12,12,B,1.89,3.37,Dean's List
PERF000333,WMU00058,Fall 2023,DATA4020,3,0,W,3.85,3.41,Good Standing
PERF000334,WMU00436,Spring 2024,ECON2020,6,3,D,3.41,2.33,Probation
PERF000335,WMU00346,Spring 2024,BUS2200,9,9,D,1.92,2.22,Dean's List
PERF000336,WMU00367,Fall 2025,BUS2200,6,6,A,3.74,2.58,Good Standing
PERF000337,WMU00114,Spring 2024,BUS2200,15,15,A,3.02,2.65,Good Standing
PERF000338,WMU00153,Spring 2024,PSYC1100,6,6,C,2.32,3.2,Good Standing
PERF000339,WMU00329,Spring 2025,ECON2020,6,6,C,3.3,2.91,Good Standing
PERF000340,WMU00333,Fall 2024,DATA4020,3,3,C,3.62,3.74,Good Standing
PERF000341,WMU00363,Fall 2025,MATH2010,15,15,F,1.67,3.72,Dean's List
PERF000342,WMU00482,Fall 2023,ECON2020,9,9,F,3.76,3.65,Probation
PERF000343,WMU00099,Spring 2025,STAT3010,12,12,C,2.14,3.27,Probation
PERF000344,WMU00172,Spring 2024,DATA4020,12,12,D,1.63,2.97,Probation
PERF000345,WMU00086,Fall 2024,BUS2200,12,12,D,3.01,2.28,Good Standing
PERF000346,WMU00015,Fall 2024,MATH2010,15,15,B,3.11,2.07,Dean's List
PERF000347,WMU00150,Spring 2024,CS3100,6,6,F,3.34,3.57,Dean's List
PERF000348,WMU00104,Fall 2023,CS3100,6,6,W,3.0,2.47,Probation
PERF000349,WMU00165,Spring 2024,ECON2020,15,15,D,1.76,3.65,Good Standing
PERF000350,WMU00012,Spring 2024,DATA4020,12,9,B,1.59,2.0,Dean's List
PERF000351,WMU00026,Fall 2025,BUS2200,3,3,B,2.17,3.79,Good Standing
PERF000352,WMU00076,Fall 2025,CS3100,15,12,B,2.8,2.32,Good Standing
PERF000353,WMU00366,Fall 2023,STAT3010,15,15,W,3.15,2.9,Dean's List
PERF000354,WMU00027,Fall 2025,PSYC1100,15,15,F,2.03,2.18,Good Standing
PERF000355,WMU00220,Spring 2025,BUS2200,15,15,B,1.86,1.9,Good Standing
PERF000356,WMU00029,Fall 2025,MATH2010,9,9,B,1.94,1.8,Good Standing
PERF000357,WMU00154,Spring 2025,BUS2200,6,3,D,2.58,2.05,Good Standing
PERF000358,WMU00496,Spring 2025,CS3100,9,6,W,2.47,1.82,Good Standing
PERF000359,WMU00298,Spring 2024,PSYC1100,15,15,B,2.43,3.55,Probation
PERF000360,WMU00304,Spring 2025,MATH2010,9,9,F,2.22,2.5,Good Standing
PERF000361,WMU00440,Spring 2025,BUS2200,6,6,F,2.78,1.9,Dean's List
PERF000362,WMU00197,Fall 2024,DATA4020,9,6,F,3.1,2.23,Probation
PERF000363,WMU00269,Spring 2024,ECON2020,3,3,W,3.48,1.88,Good Standing
PERF000364,WMU00393,Fall 2023,BUS2200,12,12,D,3.59,2.69,Good Standing
PERF000365,WMU00372,Spring 2024,MATH2010,12,12,C,3.86,3.9,Dean's List
PERF000366,WMU00036,Fall 2023,ECON2020,12,12,C,1.55,3.32,Dean's List
PERF000367,WMU00177,Fall 2025,ECON2020,3,0,D,2.17,1.96,Dean's List
PERF000368,WMU00341,Fall 2023,DATA4020,6,6,A,3.27,3.35,Good Standing
PERF000369,WMU00106,Spring 2024,DATA4020,6,6,D,2.85,2.02,Probation
PERF000370,WMU00263,Fall 2024,PSYC1100,9,6,A,2.81,1.83,Good Standing
PERF000371,WMU00360,Fall 2025,ECON2020,12,9,F,2.01,3.02,Dean's List
PERF000372,WMU00159,Spring 2024,CS3100,3,0,B,2.47,2.81,Good Standing
PERF000373,WMU00422,Fall 2023,CS3100,12,12,F,2.58,3.02,Good Standing
PERF000374,WMU00452,Spring 2024,ECON2020,12,9,F,1.68,1.87,Dean's List
PERF000375,WMU00203,Spring 2025,STAT3010,15,15,D,3.61,3.05,Dean's List
PERF000376,WMU00399,Spring 2025,MATH2010,15,15,B,1.56,1.99,Dean's List
PERF000377,WMU00176,Fall 2025,BUS2200,9,9,D,3.62,3.19,Good Standing
PERF000378,WMU00155,Fall 2025,ECON2020,9,9,C,3.94,3.02,Good Standing
PERF000379,WMU00148,Fall 2023,PSYC1100,15,15,B,3.85,3.52,Probation
PERF000380,WMU00448,Fall 2023,DATA4020,15,15,A,2.65,2.81,Good Standing
PERF000381,WMU00315,Fall 2023,BUS2200,9,9,D,2.24,3.12,Good Standing
PERF000382,WMU00254,Spring 2024,MATH2010,3,3,C,1.73,3.37,Dean's List
PERF000383,WMU00189,Fall 2023,STAT3010,15,12,C,1.94,2.11,Dean's List
PERF000384,WMU00299,Fall 2023,DATA4020,3,3,D,1.63,3.36,Probation
PERF000385,WMU00421,Spring 2025,BUS2200,12,12,C,3.79,2.03,Probation
PERF000386,WMU00243,Fall 2024,BUS2200,12,12,C,2.72,3.64,Probation
PERF000387,WMU00448,Spring 2025,ECON2020,12,12,A,3.61,2.11,Probation
PERF000388,WMU00120,Fall 2024,ECON2020,12,12,W,2.94,3.86,Good Standing
PERF000389,WMU00386,Fall 2024,MATH2010,9,6,B,3.81,3.78,Dean's List
PERF000390,WMU00065,Fall 2024,DATA4020,3,3,D,1.93,3.62,Probation
PERF000391,WMU00066,Fall 2023,PSYC1100,15,12,B,2.76,3.82,Probation
PERF000392,WMU00286,Fall 2025,BUS2200,15,15,A,1.65,2.87,Good Standing
PERF000393,WMU00427,Fall 2025,STAT3010,9,9,W,2.63,2.0,Dean's List
PERF000394,WMU00422,Spring 2024,MATH2010,12,9,F,3.81,3.55,Probation
PERF000395,WMU00046,Fall 2025,MATH2010,15,12,A,1.65,2.57,Good Standing
PERF000396,WMU00145,Fall 2024,MATH2010,12,12,F,2.43,1.8,Good Standing
PERF000397,WMU00387,Fall 2023,PSYC1100,6,3,A,3.95,3.25,Probation
PERF000398,WMU00075,Spring 2025,STAT3010,12,9,A,3.37,1.9,Probation
PERF000399,WMU00041,Spring 2025,STAT3010,15,12,A,3.55,2.1,Good Standing
PERF000400,WMU00129,Fall 2024,MATH2010,12,9,A,3.52,3.11,Good Standing
PERF000401,WMU00239,Fall 2025,MATH2010,15,12,C,3.77,3.63,Good Standing
PERF000402,WMU00200,Fall 2024,CS3100,6,6,F,3.28,3.34,Good Standing
PERF000403,WMU00488,Spring 2025,PSYC1100,12,12,F,2.8,2.71,Good Standing
PERF000404,WMU00424,Fall 2024,PSYC1100,15,12,C,1.83,2.37,Dean's List
PERF000405,WMU00085,Fall 2024,PSYC1100,3,3,D,3.59,1.99,Good Standing
PERF000406,WMU00055,Fall 2025,ECON2020,12,12,C,3.53,1.98,Good Standing
PERF000407,WMU00372,Spring 2025,MATH2010,3,3,C,1.61,2.57,Dean's List
PERF000408,WMU00086,Fall 2025,STAT3010,3,3,A,2.67,2.45,Probation
PERF000409,WMU00435,Fall 2025,ECON2020,12,12,F,3.41,3.61,Probation
PERF000410,WMU00017,Fall 2025,PSYC1100,6,6,D,2.82,2.69,Probation
PERF000411,WMU00301,Spring 2024,CS3100,3,0,A,3.36,2.79,Good Standing
PERF000412,WMU00498,Fall 2025,BUS2200,3,3,C,3.83,2.91,Probation
PERF000413,WMU00322,Spring 2024,STAT3010,6,6,B,2.46,3.96,Probation
PERF000414,WMU00209,Spring 2024,ECON2020,9,9,F,1.62,2.53,Dean's List
PERF000415,WMU00278,Fall 2025,PSYC1100,6,3,C,3.26,2.67,Dean's List
PERF000416,WMU00420,Fall 2025,CS3100,6,6,C,1.7,3.91,Good Standing
PERF000417,WMU00245,Fall 2023,STAT3010,12,12,W,3.56,3.11,Probation
PERF000418,WMU00349,Spring 2025,PSYC1100,3,3,A,1.61,3.18,Probation
PERF000419,WMU00460,Spring 2024,BUS2200,6,6,W,3.98,2.02,Good Standing
PERF000420,WMU00292,Spring 2025,MATH2010,9,9,A,2.66,2.92,Dean's List
PERF000421,WMU00307,Fall 2023,MATH2010,12,12,B,2.32,2.45,Dean's List
PERF000422,WMU00219,Fall 2024,BUS2200,12,9,A,3.22,2.19,Good Standing
PERF000423,WMU00063,Fall 2023,ECON2020,15,15,B,2.29,3.82,Probation
PERF000424,WMU00477,Spring 2024,BUS2200,15,15,W,1.94,1.8,Good Standing
PERF000425,WMU00080,Fall 2025,BUS2200,6,6,B,2.59,2.49,Probation
PERF000426,WMU00156,Fall 2024,PSYC1100,6,6,A,1.89,2.72,Good Standing
PERF000427,WMU00497,Fall 2023,MATH2010,15,15,A,2.34,3.7,Good Standing
PERF000428,WMU00138,Fall 2023,DATA4020,12,12,D,3.08,3.16,Good Standing
PERF000429,WMU00102,Fall 2025,ECON2020,3,3,A,3.89,2.88,Dean's List
PERF000430,WMU00176,Fall 2023,BUS2200,12,12,B,2.66,3.01,Probation
PERF000431,WMU00281,Fall 2025,BUS2200,9,9,W,1.57,2.31,Good Standing
PERF000432,WMU00339,Fall 2025,MATH2010,3,3,D,2.22,3.29,Good Standing
PERF000433,WMU00182,Fall 2025,DATA4020,9,9,B,3.23,3.07,Good Standing
PERF000434,WMU00412,Spring 2025,DATA4020,3,3,B,3.84,3.73,Dean's List
PERF000435,WMU00240,Fall 2025,MATH2010,3,3,A,1.68,2.46,Good Standing
PERF000436,WMU00440,Spring 2024,STAT3010,3,3,F,3.04,2.18,Probation
PERF000437,WMU00385,Spring 2024,DATA4020,12,12,C,3.22,2.55,Good Standing
PERF000438,WMU00297,Spring 2024,DATA4020,15,12,A,1.58,2.7,Dean's List
PERF000439,WMU00377,Spring 2024,CS3100,9,9,W,1.55,3.06,Good Standing
PERF000440,WMU00495,Fall 2025,MATH2010,3,0,W,2.6,2.38,Good Standing
PERF000441,WMU00208,Fall 2024,ECON2020,3,3,W,3.2,3.38,Good Standing
PERF000442,WMU00455,Fall 2024,BUS2200,9,9,F,3.62,2.47,Probation
PERF000443,WMU00144,Spring 2024,PSYC1100,3,3,A,1.51,2.88,Dean's List
PERF000444,WMU00244,Fall 2025,PSYC1100,6,6,C,2.32,2.28,Probation
PERF000445,WMU00227,Fall 2023,PSYC1100,9,9,A,2.73,3.97,Probation
PERF000446,WMU00218,Fall 2023,DATA4020,15,15,D,1.96,2.03,Probation
PERF000447,WMU00423,Fall 2025,STAT3010,12,12,W,1.97,3.88,Good Standing
PERF000448,WMU00136,Spring 2025,STAT3010,9,9,C,2.33,2.01,Good Standing
PERF000449,WMU00285,Fall 2025,BUS2200,6,6,F,1.6,3.77,Dean's List
PERF000450,WMU00421,Fall 2023,PSYC1100,6,6,C,2.11,3.2,Dean's List
PERF000451,WMU00182,Spring 2024,CS3100,3,3,B,1.53,3.75,Good Standing
PERF000452,WMU00356,Fall 2024,MATH2010,9,6,D,2.61,3.55,Good Standing
PERF000453,WMU00349,Fall 2024,DATA4020,12,12,D,2.34,3.73,Dean's List
PERF000454,WMU00232,Spring 2024,DATA4020,15,15,A,1.93,3.42,Dean's List
PERF000455,WMU00333,Spring 2024,DATA4020,12,12,D,1.62,3.9,Good Standing
PERF000456,WMU00078,Fall 2024,ECON2020,15,15,A,3.71,2.11,Probation
PERF000457,WMU00387,Spring 2024,DATA4020,3,3,A,2.14,3.96,Good Standing
PERF000458,WMU00461,Fall 2025,BUS2200,6,6,A,3.77,2.05,Probation
PERF000459,WMU00101,Spring 2025,PSYC1100,9,9,B,3.28,3.01,Good Standing
PERF000460,WMU00369,Spring 2025,STAT3010,6,3,W,3.89,2.02,Good Standing
PERF000461,WMU00068,Fall 2024,MATH2010,3,3,F,3.46,2.95,Dean's List
PERF000462,WMU00405,Fall 2024,BUS2200,9,9,W,2.42,2.01,Good Standing
PERF000463,WMU00360,Spring 2024,PSYC1100,9,9,F,2.59,2.98,Probation
PERF000464,WMU00417,Fall 2024,CS3100,15,15,W,2.97,2.49,Dean's List
PERF000465,WMU00483,Spring 2024,BUS2200,9,6,B,3.26,2.01,Good Standing
PERF000466,WMU00357,Fall 2023,BUS2200,9,9,C,3.79,2.85,Good Standing
PERF000467,WMU00348,Spring 2025,MATH2010,15,12,F,3.86,2.92,Dean's List
PERF000468,WMU00372,Fall 2024,STAT3010,9,9,C,3.9,2.48,Good Standing
PERF000469,WMU00060,Spring 2024,BUS2200,6,6,F,1.85,3.39,Dean's List
PERF000470,WMU00306,Fall 2024,STAT3010,9,9,A,1.94,2.27,Probation
PERF000471,WMU00392,Spring 2025,CS3100,9,9,W,3.82,3.95,Good Standing
PERF000472,WMU00179,Fall 2024,BUS2200,6,6,A,2.13,2.41,Dean's List
PERF000473,WMU00016,Autumn 2024,DATA4020,9,9,W,1.83,3.45,Good Standing
PERF000474,WMU00316,Spring 2025,MATH2010,15,12,C,2.94,3.36,Good Standing
PERF000475,WMU00398,Spring 2024,BUS2200,6,6,W,3.07,1.83,Good Standing
PERF000476,WMU00177,Fall 2024,BUS2200,3,3,A,2.19,3.37,Good Standing
PERF000477,WMU00356,Spring 2024,STAT3010,6,6,B,3.29,2.9,Good Standing
PERF000478,WMU00397,Fall 2025,BUS2200,9,9,B,2.43,2.23,Good Standing
PERF000479,WMU00103,Fall 2024,CS3100,12,12,D,2.34,1.9,Probation
PERF000480,WMU00208,Fall 2023,ECON2020,6,6,A,3.21,3.61,Probation
PERF000481,WMU00099,Spring 2024,BUS2200,12,12,D,2.64,2.58,Good Standing
PERF000482,WMU00122,Fall 2023,CS3100,3,3,B,3.42,3.3,Good Standing
PERF000483,WMU00481,Spring 2025,CS3100,9,9,D,3.21,3.59,Good Standing
PERF000484,WMU00402,Spring 2025,ECON2020,6,6,D,3.66,1.89,Good Standing
PERF000485,WMU00453,Spring 2025,CS3100,9,9,A,3.86,1.86,Good Standing
PERF000486,WMU00365,Spring 2025,PSYC1100,9,9,A,3.05,2.66,Good Standing
PERF000487,WMU00467,Fall 2024,CS3100,9,9,B,3.85,2.72,Good Standing
PERF000488,WMU00379,Fall 2023,CS3100,15,15,C,2.51,3.75,Dean's List
PERF000489,WMU00081,Fall 2024,PSYC1100,15,12,D,3.89,3.73,Good Standing
PERF000490,WMU00224,Fall 2025,ECON2020,6,6,W,2.49,2.14,Dean's List
PERF000491,WMU00384,Spring 2024,DATA4020,6,6,A,2.26,2.43,Probation
PERF000492,WMU00237,Fall 2023,DATA4020,15,15,D,3.91,2.66,Good Standing
PERF000493,WMU00033,Spring 2024,BUS2200,9,9,F,3.43,3.38,Dean's List
PERF000494,WMU00328,Spring 2025,DATA4020,12,12,C,3.12,2.63,Dean's List
PERF000495,WMU00269,Fall 2024,STAT3010,6,6,B,2.46,2.75,Good Standing
PERF000496,WMU00340,Fall 2023,MATH2010,12,12,B,2.14,3.53,Good Standing
PERF000497,WMU00067,Fall 2023,PSYC1100,6,6,W,2.89,2.51,Good Standing
PERF000498,WMU00455,Spring 2024,MATH2010,6,6,F,3.34,3.89,Good Standing
PERF000499,WMU00474,Spring 2024,BUS2200,3,0,B,3.1,3.39,Good Standing
PERF000500,WMU00057,Fall 2025,BUS2200,9,6,C,2.05,3.03,Good Standing
PERF000501,WMU00257,Spring 2025,STAT3010,15,15,D,3.94,2.21,Probation
PERF000502,WMU00499,Spring 2025,BUS2200,9,9,C,2.83,2.29,Probation
PERF000503,WMU00419,Fall 2025,STAT3010,15,15,W,2.1,1.97,Probation
PERF000504,WMU00022,Fall 2025,PSYC1100,6,3,D,1.57,3.96,Probation
PERF000505,WMU00468,Fall 2024,DATA4020,12,9,W,2.48,3.32,Probation
PERF000506,WMU00337,Fall 2025,ECON2020,3,3,D,2.5,3.37,Probation
PERF000507,WMU00495,Spring 2025,BUS2200,12,12,B,2.4,2.33,Probation
PERF000508,WMU00311,Spring 2024,CS3100,6,3,C,2.48,3.85,Dean's List
PERF000509,WMU00109,Fall 2023,PSYC1100,12,12,D,2.02,2.42,Good Standing
PERF000510,WMU00030,Spring 2025,STAT3010,6,6,C,2.42,2.98,Good Standing
PERF000511,WMU00424,Fall 2023,CS3100,15,15,F,3.79,2.47,Good Standing
PERF000512,WMU00023,Spring 2024,PSYC1100,3,3,B,3.4,3.11,Probation
PERF000513,WMU00430,Fall 2025,PSYC1100,3,3,F,2.45,2.46,Dean's List
PERF000514,WMU00278,Fall 2024,STAT3010,15,15,B,1.53,3.71,Probation
PERF000515,WMU00347,Fall 2025,STAT3010,15,15,C,3.44,3.09,Good Standing
PERF000516,WMU00391,Fall 2023,DATA4020,15,15,D,1.81,3.59,Good Standing
PERF000517,WMU00401,Fall 2023,BUS2200,9,9,W,2.86,2.23,Good Standing
PERF000518,WMU00209,Fall 2025,ECON2020,15,15,C,3.44,3.75,Good Standing
PERF000519,WMU00200,Fall 2025,BUS2200,9,9,D,2.92,2.28,Dean's List
PERF000520,WMU00130,Spring 2024,STAT3010,15,15,W,3.76,1.87,Good Standing
PERF000521,WMU00142,Spring 2025,ECON2020,6,6,B,1.86,2.06,Probation
PERF000522,WMU00371,Fall 2023,BUS2200,15,12,A,3.79,3.03,Probation
PERF000523,WMU00080,Spring 2025,STAT3010,9,9,C,3.54,3.25,Good Standing
PERF000524,WMU00209,Spring 2025,ECON2020,6,3,C,2.17,3.3,Dean's List
PERF000525,WMU00497,Spring 2025,MATH2010,12,12,D,1.98,3.92,Good Standing
PERF000526,WMU00393,Spring 2024,BUS2200,9,6,C,3.69,3.6,Good Standing
PERF000527,WMU00174,Fall 2024,ECON2020,9,6,D,1.83,2.75,Probation
PERF000528,WMU00212,Fall 2025,ECON2020,6,6,B,2.67,2.05,Good Standing
PERF000529,WMU00182,Fall 2024,BUS2200,15,15,W,3.25,3.59,Dean's List
PERF000530,WMU00274,Fall 2024,CS3100,9,9,A,3.82,2.61,Good Standing
PERF000531,WMU00262,Spring 2025,MATH2010,3,3,B,2.71,3.3,Good Standing
PERF000532,WMU00433,Spring 2025,MATH2010,15,15,B,2.3,3.26,Good Standing
PERF000533,WMU00091,Fall 2025,MATH2010,12,9,A,3.01,2.3,Good Standing
PERF000534,WMU00239,Spring 2025,PSYC1100,15,15,D,2.82,3.18,Good Standing
PERF000535,WMU00355,Spring 2025,ECON2020,12,12,A,2.0,2.24,Probation
PERF000536,WMU00259,Spring 2024,DATA4020,12,12,F,3.44,2.19,Good Standing
PERF000537,WMU00469,Fall 2024,CS3100,12,12,F,3.32,3.68,Good Standing
PERF000538,WMU00298,Spring 2025,DATA4020,12,12,W,2.43,3.15,Good Standing
PERF000539,WMU00051,Fall 2024,STAT3010,3,3,B,1.88,3.33,Dean's List
PERF000540,WMU00260,Fall 2025,STAT3010,6,6,F,3.01,2.18,Probation
PERF000541,WMU00311,Fall 2024,DATA4020,9,6,W,3.23,3.77,Good Standing
PERF000542,WMU00023,Fall 2025,PSYC1100,12,12,B,1.82,2.73,Good Standing
PERF000543,WMU00376,Fall 2025,CS3100,12,12,A,2.67,2.0,Good Standing
PERF000544,WMU00473,Fall 2024,CS3100,3,0,A,2.78,2.66,Dean's List
PERF000545,WMU00131,Fall 2023,PSYC1100,3,3,F,3.52,3.63,Good Standing
PERF000546,WMU00014,Spring 2025,ECON2020,9,9,A,1.54,2.07,Dean's List
PERF000547,WMU00378,Fall 2023,MATH2010,3,3,W,3.61,3.61,Good Standing
PERF000548,WMU00064,Fall 2023,CS3100,12,12,W,1.72,3.69,Dean's List
PERF000549,WMU00031,Fall 2023,BUS2200,3,3,F,3.65,3.51,Dean's List
PERF000550,WMU00356,Spring 2025,STAT3010,12,12,D,3.38,2.09,Good Standing
PERF000551,WMU00312,Spring 2024,STAT3010,9,9,B,3.88,3.82,Good Standing
PERF000552,WMU00347,Spring 2025,BUS2200,6,6,F,2.23,3.99,Probation
PERF000553,WMU00050,Fall 2024,CS3100,12,12,W,3.54,3.98,Good Standing
PERF000554,WMU00284,Spring 2025,STAT3010,6,6,D,1.64,2.2,Probation
PERF000555,WMU00391,Spring 2024,STAT3010,9,9,W,1.62,2.66,Dean's List
PERF000556,WMU00005,Spring 2025,PSYC1100,15,15,A,3.64,2.05,Good Standing
PERF000557,WMU00121,Fall 2025,DATA4020,12,9,W,3.48,2.41,Good Standing
PERF000558,WMU00465,Spring 2025,MATH2010,9,6,W,2.29,3.68,Probation
PERF000559,WMU00080,Spring 2024,PSYC1100,15,15,W,2.9,2.13,Good Standing
PERF000560,WMU00398,Fall 2025,STAT3010,6,3,B,2.5,1.93,Probation
PERF000561,WMU00122,Fall 2024,BUS2200,15,12,B,2.93,3.38,Probation
PERF000562,WMU00426,Spring 2024,ECON2020,15,15,C,3.33,3.54,Good Standing
PERF000563,WMU00459,Spring 2024,DATA4020,6,6,C,2.92,3.56,Good Standing
PERF000564,WMU00009,Spring 2024,DATA4020,15,15,D,3.94,2.39,Good Standing
PERF000565,WMU00389,Spring 2024,CS3100,12,12,C,2.57,1.84,Good Standing
PERF000566,WMU00228,Spring 2025,CS3100,12,9,F,3.96,3.1,Dean's List
PERF000567,WMU00062,Spring 2025,CS3100,3,0,C,3.51,1.93,Good Standing
PERF000568,WMU00442,Spring 2025,PSYC1100,15,15,A,2.13,2.76,Good Standing
PERF000569,WMU00091,Fall 2024,BUS2200,15,15,A,3.06,3.23,Good Standing
PERF000570,WMU00164,Spring 2025,STAT3010,6,6,B,2.27,3.87,Good Standing
PERF000571,WMU00271,Spring 2025,PSYC1100,6,3,F,2.51,2.97,Dean's List
PERF000572,WMU00497,Spring 2024,ECON2020,15,15,F,3.89,2.84,Good Standing
PERF000573,WMU00302,Spring 2025,STAT3010,12,9,D,3.73,2.31,Good Standing
PERF000574,WMU00096,Fall 2024,STAT3010,15,12,W,2.47,3.48,Dean's List
PERF000575,WMU00041,Fall 2025,DATA4020,9,6,W,2.86,2.58,Good Standing
PERF000576,WMU00101,Fall 2025,BUS2200,12,12,B,1.79,2.0,Dean's List
PERF000577,WMU00022,Spring 2025,DATA4020,15,15,B,1.58,2.93,Probation
PERF000578,WMU00013,Spring 2025,STAT3010,6,6,A,1.86,2.15,Good Standing
PERF000579,WMU00135,Spring 2024,DATA4020,12,12,C,2.72,2.63,Probation
PERF000580,WMU00043,Fall 2023,CS3100,15,12,C,2.7,3.36,Good Standing
PERF000581,WMU00305,Spring 2025,STAT3010,6,3,F,2.66,2.47,Dean's List
PERF000582,WMU00352,Fall 2024,ECON2020,15,12,C,2.93,3.1,Probation
PERF000583,WMU00306,Fall 2023,MATH2010,15,12,B,2.46,2.56,Good Standing
PERF000584,WMU00410,Spring 2024,DATA4020,9,9,A,1.56,2.34,Probation
PERF000585,WMU00145,Spring 2024,BUS2200,9,9,D,2.0,3.1,Dean's List
PERF000586,WMU00052,Fall 2025,DATA4020,12,9,F,1.97,2.82,Good Standing
PERF000587,WMU00246,Fall 2023,MATH2010,12,12,B,2.92,2.64,Probation
PERF000588,WMU00179,Fall 2025,STAT3010,9,9,W,2.43,2.83,Good Standing
PERF000589,WMU00439,Spring 2025,STAT3010,3,3,C,1.78,2.96,Dean's List
PERF000590,WMU00154,Fall 2025,ECON2020,9,9,D,2.25,3.97,Probation
PERF000591,WMU00097,Spring 2025,CS3100,12,12,F,3.05,3.03,Probation
PERF000592,WMU00348,Fall 2025,CS3100,9,6,C,3.81,2.71,Dean's List
PERF000593,WMU00490,Fall 2024,STAT3010,6,6,C,3.38,3.72,Probation
PERF000594,WMU00382,Spring 2025,BUS2200,9,9,C,3.27,3.53,Probation
PERF000595,WMU00342,Fall 2025,CS3100,9,9,D,2.92,3.13,Good Standing
PERF000596,WMU00316,Fall 2024,PSYC1100,3,3,W,3.86,2.37,Dean's List
PERF000597,WMU00247,Fall 2025,DATA4020,6,6,F,3.7,3.73,Probation
PERF000598,WMU00069,Fall 2025,MATH2010,9,9,B,2.06,3.11,Dean's List
PERF000599,WMU00362,Spring 2024,STAT3010,15,12,W,3.84,3.97,Probation
PERF000600,WMU00393,Fall 2025,MATH2010,3,3,B,1.76,1.82,Dean's List
PERF000601,WMU00087,Spring 2024,STAT3010,6,6,W,1.93,3.69,Good Standing
PERF000602,WMU00125,Fall 2023,ECON2020,6,6,C,3.75,2.94,Good Standing
PERF000603,WMU00472,Fall 2024,DATA4020,6,3,C,2.34,3.56,Good Standing
PERF000604,WMU00350,Spring 2024,PSYC1100,15,15,A,2.11,1.89,Probation
PERF000605,WMU00086,Spring 2024,CS3100,3,0,C,2.45,1.94,Good Standing
PERF000606,WMU00122,Fall 2025,CS3100,6,6,A,1.85,3.42,Probation
PERF000607,WMU00105,Fall 2024,MATH2010,3,3,A,2.01,3.7,Probation
PERF000608,WMU00166,Fall 2023,PSYC1100,6,3,C,2.82,3.11,Good Standing
PERF000609,WMU00336,Fall 2025,DATA4020,15,15,W,3.19,2.84,Good Standing
PERF000610,WMU00052,Spring 2025,CS3100,6,3,A,3.81,3.14,Good Standing
PERF000611,WMU00443,Fall 2024,DATA4020,6,6,F,2.25,2.37,Probation
PERF000612,WMU00187,Spring 2024,ECON2020,15,12,B,1.71,2.29,Probation
PERF000613,WMU00265,Fall 2024,MATH2010,9,9,C,3.73,2.22,Dean's List
PERF000614,WMU00491,Fall 2025,STAT3010,6,6,A,3.64,2.23,Dean's List
PERF000615,WMU00459,Fall 2025,DATA4020,12,12,C,2.52,3.24,Good Standing
PERF000616,WMU00083,Spring 2024,DATA4020,6,6,W,2.63,3.07,Dean's List
PERF000617,WMU00206,Fall 2023,PSYC1100,12,12,A,2.88,3.78,Probation
PERF000618,WMU00133,Spring 2025,BUS2200,9,9,F,3.65,2.64,Good Standing
PERF000619,WMU00329,Fall 2025,STAT3010,12,12,W,3.16,2.87,Probation
PERF000620,WMU00267,Spring 2025,MATH2010,12,9,C,1.97,1.88,Good Standing
PERF000621,WMU00108,Fall 2025,PSYC1100,15,15,A,1.89,2.98,Probation
PERF000622,WMU00492,Fall 2025,MATH2010,6,6,B,3.54,3.14,Probation
PERF000623,WMU00465,Spring 2024,ECON2020,15,12,C,1.95,3.45,Good Standing
